Age,Attrition,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,EducationField,MaritalStatus,PerformanceRating
43,No,Research & Development,Laboratory Technician,5724,1,2,3,No,1,Life Sciences,Single,4
24,No,Research & Development,Manufacturing Director,3080,1,4,4,No,27,Human Resources,Single,3
30,Yes,Research & Development,Manufacturing Director,12482,5,1,3,Yes,15,Marketing,Married,3
35,No,Sales,Manager,1785,6,2,3,No,1,Technical Degree,Single,3
41,Yes,Sales,Manager,1259,1,3,2,No,24,Medical,Divorced,3
36,Yes,Research & Development,Laboratory Technician,4363,0,3,2,No,4,Technical Degree,Married,3
35,Yes,Research & Development,Research Director,7161,1,2,4,No,5,Marketing,Married,3
38,No,Research & Development,Laboratory Technician,4708,15,1,3,Yes,4,Life Sciences,Divorced,4
27,No,Research & Development,Research Director,3599,11,3,3,Yes,3,Other,Single,4
41,No,Research & Development,Research Scientist,1430,10,2,2,No,9,Technical Degree,Divorced,3
31,No,Research & Development,Research Scientist,4445,22,3,3,No,7,Human Resources,Married,3
39,No,Research & Development,Laboratory Technician,9749,4,1,1,No,3,Medical,Married,4
39,No,Research & Development,Manufacturing Director,14163,1,4,3,Yes,6,Marketing,Married,4
50,No,Research & Development,Laboratory Technician,12586,11,4,4,No,30,Medical,Married,4
36,No,Sales,Manager,8940,3,3,1,No,18,Marketing,Married,3
36,No,Research & Development,Healthcare Representative,6878,3,3,3,No,14,Human Resources,Single,3
18,No,Research & Development,Research Director,6094,7,4,3,Yes,1,Life Sciences,Divorced,3
29,No,Sales,Sales Representative,7671,2,3,2,No,1,Human Resources,Married,3
23,Yes,Research & Development,Manufacturing Director,7479,3,4,4,No,3,Other,Single,4
33,No,Sales,Sales Representative,2324,9,3,2,No,23,Medical,Married,3
41,Yes,Research & Development,Manufacturing Director,3346,1,3,1,No,3,Other,Divorced,4
36,No,Human Resources,Manager,4454,0,4,3,Yes,1,Marketing,Married,3
43,No,Human Resources,Human Resources,6005,3,1,4,Yes,26,Other,Single,3
39,Yes,Sales,Sales Executive,2586,7,4,2,No,9,Marketing,Married,3
40,No,Research & Development,Research Scientist,4764,6,4,4,No,7,Marketing,Married,3
32,Yes,Sales,Sales Representative,3788,2,2,3,No,1,Human Resources,Married,3
18,Yes,Research & Development,Healthcare Representative,10799,7,4,3,No,27,Life Sciences,Married,3
27,Yes,Research & Development,Research Director,6250,5,4,3,No,4,Human Resources,Divorced,4
37,Yes,Research & Development,Research Director,3784,2,1,4,Yes,14,Marketing,Married,3
36,No,Sales,Sales Representative,5474,6,3,3,No,10,Technical Degree,Divorced,3
38,No,Research & Development,Manufacturing Director,2547,21,3,4,No,16,Technical Degree,Divorced,4
36,Yes,Sales,Sales Representative,2585,8,2,1,No,31,Medical,Single,3
32,Yes,Research & Development,Healthcare Representative,2797,1,1,4,No,1,Human Resources,Divorced,3
24,No,Research & Development,Manufacturing Director,4479,2,2,4,No,9,Life Sciences,Single,3
38,No,Human Resources,Human Resources,2292,0,3,3,No,3,Marketing,Married,3
42,No,Human Resources,Manager,2791,0,1,3,Yes,1,Human Resources,Divorced,3
28,Yes,Research & Development,Manufacturing Director,6787,7,2,3,No,9,Technical Degree,Married,4
29,Yes,Human Resources,Manager,2353,0,1,3,No,8,Medical,Single,3
35,No,Research & Development,Laboratory Technician,4567,17,1,3,No,7,Other,Married,3
35,Yes,Research & Development,Research Scientist,3719,1,3,3,No,5,Technical Degree,Single,3
43,Yes,Research & Development,Research Scientist,3198,9,3,2,No,1,Technical Degree,Divorced,3
37,Yes,Sales,Sales Executive,2478,13,2,4,No,28,Technical Degree,Divorced,3
38,Yes,Research & Development,Research Scientist,3377,5,4,4,No,3,Human Resources,Single,3
60,No,Sales,Sales Executive,6244,12,3,4,No,16,Technical Degree,Married,3
28,Yes,Research & Development,Laboratory Technician,6332,1,4,1,No,3,Marketing,Married,3
28,Yes,Research & Development,Laboratory Technician,1897,28,4,4,No,2,Medical,Single,3
34,No,Research & Development,Research Scientist,3748,0,3,4,Yes,10,Marketing,Married,4
46,No,Sales,Sales Representative,7879,7,2,2,No,5,Human Resources,Married,3
25,Yes,Research & Development,Research Director,2996,1,2,1,No,1,Other,Divorced,3
47,No,Research & Development,Laboratory Technician,2663,8,3,4,Yes,12,Technical Degree,Divorced,4
32,No,Research & Development,Research Director,3051,1,3,3,No,6,Other,Divorced,3
40,No,Research & Development,Research Director,6424,0,3,2,No,28,Marketing,Married,4
28,Yes,Research & Development,Research Director,3337,5,1,3,Yes,3,Life Sciences,Married,3
29,Yes,Human Resources,Manager,9412,0,3,2,No,16,Marketing,Single,3
43,Yes,Research & Development,Healthcare Representative,5101,18,3,2,No,1,Human Resources,Single,3
36,No,Research & Development,Healthcare Representative,4725,4,4,3,No,3,Human Resources,Single,3
33,No,Research & Development,Manufacturing Director,5285,4,2,2,No,1,Technical Degree,Married,3
34,No,Research & Development,Research Scientist,8340,9,4,2,No,3,Marketing,Divorced,3
46,No,Sales,Sales Executive,2735,5,3,3,Yes,5,Human Resources,Married,3
42,No,Human Resources,Human Resources,4035,7,1,3,Yes,53,Human Resources,Married,4
30,Yes,Sales,Sales Representative,2427,3,3,2,No,1,Other,Divorced,3
47,No,Research & Development,Manufacturing Director,4725,1,1,3,No,7,Medical,Married,4
48,No,Human Resources,Human Resources,6824,0,2,3,No,5,Medical,Divorced,3
41,No,Research & Development,Research Director,2759,1,1,2,Yes,19,Other,Married,3
27,No,Sales,Sales Representative,19944,0,1,4,No,4,Human Resources,Married,3
48,Yes,Sales,Sales Representative,2534,15,2,4,Yes,2,Life Sciences,Single,3
36,No,Sales,Sales Executive,7462,0,4,4,No,24,Other,Married,3
43,No,Research & Development,Research Director,5981,11,2,4,Yes,3,Other,Divorced,3
38,Yes,Human Resources,Manager,1945,3,4,2,No,17,Life Sciences,Single,3
39,No,Research & Development,Research Scientist,5430,9,2,4,No,7,Life Sciences,Single,3
41,Yes,Sales,Sales Executive,9666,15,2,3,No,1,Medical,Divorced,3
32,No,Human Resources,Manager,2822,9,3,3,No,16,Medical,Single,3
39,Yes,Research & Development,Laboratory Technician,2814,2,2,3,Yes,1,Medical,Married,3
40,No,Research & Development,Manufacturing Director,7219,0,3,1,No,42,Technical Degree,Married,3
33,No,Research & Development,Manufacturing Director,2289,13,2,2,No,11,Life Sciences,Married,3
34,No,Human Resources,Human Resources,3353,8,2,3,Yes,1,Medical,Single,3
49,No,Human Resources,Manager,5555,2,3,3,No,12,Life Sciences,Divorced,3
22,Yes,Sales,Sales Representative,16555,18,2,2,No,2,Marketing,Married,3
46,Yes,Research & Development,Research Scientist,5371,12,2,3,Yes,22,Other,Single,3
33,No,Research & Development,Manufacturing Director,1927,2,3,4,No,3,Technical Degree,Single,3
43,Yes,Research & Development,Research Scientist,2868,6,3,4,Yes,3,Other,Single,3
42,No,Research & Development,Research Director,3658,3,2,4,Yes,6,Medical,Married,3
47,No,Research & Development,Manufacturing Director,14157,3,3,2,No,27,Marketing,Married,4
59,No,Sales,Sales Executive,11971,10,2,3,No,10,Life Sciences,Divorced,3
42,Yes,Sales,Manager,3448,2,1,4,Yes,1,Marketing,Married,3
44,No,Sales,Manager,4572,14,3,3,No,2,Marketing,Single,3
32,No,Human Resources,Human Resources,3755,4,3,1,Yes,4,Medical,Divorced,3
50,Yes,Sales,Sales Representative,1754,15,2,2,No,12,Medical,Married,3
19,Yes,Research & Development,Research Director,4536,13,3,3,No,6,Medical,Single,3
48,No,Research & Development,Research Scientist,9189,13,4,3,No,10,Other,Married,3
44,No,Research & Development,Research Director,13402,7,3,3,No,6,Life Sciences,Single,3
55,No,Research & Development,Laboratory Technician,9715,25,3,3,Yes,1,Other,Divorced,3
51,No,Sales,Sales Representative,7772,4,4,3,No,20,Other,Single,4
18,No,Sales,Sales Executive,7891,15,3,2,No,17,Medical,Divorced,3
31,No,Research & Development,Research Director,6350,5,4,2,No,6,Medical,Married,3
40,Yes,Research & Development,Laboratory Technician,2862,0,4,2,Yes,1,Human Resources,Divorced,4
36,No,Research & Development,Healthcare Representative,11529,4,1,3,Yes,34,Technical Degree,Divorced,3
40,Yes,Research & Development,Laboratory Technician,3828,0,2,2,No,13,Technical Degree,Married,3
51,Yes,Sales,Manager,4369,1,2,4,No,41,Life Sciences,Married,3
31,No,Sales,Manager,2793,2,4,4,No,1,Marketing,Divorced,4
33,Yes,Research & Development,Manufacturing Director,4431,7,3,1,No,44,Medical,Divorced,3
28,Yes,Research & Development,Healthcare Representative,3232,1,2,3,No,15,Technical Degree,Married,3
36,No,Research & Development,Research Director,4170,0,4,4,No,1,Human Resources,Single,3
39,No,Research & Development,Research Scientist,2540,11,4,4,No,24,Technical Degree,Married,3
43,No,Research & Development,Healthcare Representative,8037,37,1,3,No,2,Technical Degree,Single,3
38,No,Research & Development,Research Director,4134,8,2,2,No,12,Medical,Single,4
37,No,Research & Development,Research Director,6227,16,4,4,Yes,30,Human Resources,Single,3
34,No,Research & Development,Healthcare Representative,3018,2,2,2,No,1,Other,Divorced,3
23,Yes,Sales,Sales Representative,6466,2,3,3,Yes,1,Other,Married,3
50,No,Human Resources,Human Resources,2193,1,3,1,Yes,5,Marketing,Married,3
51,No,Sales,Manager,2487,23,4,3,No,1,Life Sciences,Divorced,3
34,Yes,Sales,Manager,2721,0,3,3,No,1,Medical,Single,3
43,Yes,Research & Development,Research Scientist,4027,0,4,3,No,3,Technical Degree,Single,3
40,Yes,Research & Development,Research Scientist,6598,7,4,2,No,5,Other,Married,3
44,No,Research & Development,Manufacturing Director,5756,3,1,3,No,10,Other,Divorced,4
55,Yes,Research & Development,Healthcare Representative,3908,0,2,4,No,1,Medical,Divorced,3
42,Yes,Research & Development,Research Scientist,6231,2,4,3,No,8,Medical,Divorced,3
33,No,Human Resources,Manager,3741,11,3,4,No,4,Life Sciences,Married,4
33,Yes,Sales,Manager,6429,13,1,3,No,5,Human Resources,Divorced,3
39,No,Research & Development,Manufacturing Director,5323,4,2,1,Yes,1,Other,Single,3
39,No,Sales,Manager,8862,3,4,1,No,8,Life Sciences,Divorced,3
33,No,Research & Development,Research Scientist,10425,13,2,2,Yes,2,Life Sciences,Single,3
35,Yes,Human Resources,Human Resources,3333,5,4,4,No,31,Medical,Divorced,3
32,Yes,Human Resources,Manager,5501,3,3,3,Yes,7,Human Resources,Divorced,4
43,No,Sales,Sales Executive,7795,23,4,4,No,2,Medical,Divorced,3
38,Yes,Research & Development,Research Director,5499,1,3,2,Yes,2,Life Sciences,Divorced,3
29,No,Research & Development,Research Director,3003,22,3,1,No,1,Technical Degree,Divorced,3
25,No,Sales,Manager,5938,3,4,3,No,6,Life Sciences,Single,3
35,No,Research & Development,Laboratory Technician,14553,10,4,3,No,6,Human Resources,Married,4
35,No,Research & Development,Laboratory Technician,5860,10,2,2,No,1,Human Resources,Married,4
31,No,Sales,Sales Representative,7388,3,2,3,No,9,Human Resources,Married,3
